UF;Leitos;
RJ;10;
AL;22;
RS;31;
PR;26;
TO;23;
AL;20;
SP;30;
PI;32;
PR;50;
SC;72;
SP;188;
SC;50;
SP;30;
SC;6;
SC;45;
RS;10;
RN;45;
RJ;6;
RJ;48;
MG;120;
GO;32;
SC;320;
PE;9;
MT;20;
RS;3;
PE;9;
PR;25;
AM;20;
SC;35;
CE;68;
RS;20;
RJ;25;
PR;60;
MG;53;
AL;4;
AL;12;
MA;12;
RJ;6;
GO;850;
SC;60;
AL;10;
RS;18;
RJ;50;
SP;12;
RS;60;
PE;106;
PE;80;
BA;83;
SP;10;
MG;86;
SP;20;
MG;5;
PE;200;
RS;3;
RJ;72;
TO;100;
RS;2;
GO;47;
GO;100;
PR;220;
AL;6;
SP;12;
RS;10;
RJ;20;
SC;12;
TO;64;
RN;153;
RS;15;
SP;75;
SC;14;
SC;100;
ES;60;
MT;50;
PR;12;
PR;50;
GO;49;
RJ;138;
SC;7;
BA;2;
AM;49;
BA;50;
PA;5;
SP;26;
PE;20;
BA;9;
SC;55;
SP;52;
RN;50;
RJ;14;
AL;30;
GO;33;
CE;82;
AL;5;
PI;12;
BA;96;
SC;85;
PB;224;
SP;78;
ES;5;
PB;12;
RJ;42;
PE;30;
PR;12;
MG;280;
RJ;20;
MG;36;
SP;58;
GO;6;
MT;202;
PE;51;
AL;24;
MG;20;
PE;492;
RJ;20;
SP;2;
MG;23;
PI;14;
RJ;4;
GO;54;
SP;28;
SC;72;
AL;18;
MG;7;
MG;4;
MG;40;
AL;15;
MG;30;
MS;38;
RS;29;
RN;84;
PA;15;
MG;24;
SE;75;
RN;16;
GO;115;
SP;54;
MG;8;
SP;50;
RJ;9;
AL;68;
DF;162;
PR;53;
MA;16;
GO;10;
SC;40;
RJ;20;
SP;11;
AL;10;
SP;23;
MG;160;
SP;50;
RN;26;
MG;2;
RN;34;
GO;24;
RN;1;
GO;26;
RS;47;
PI;13;
GO;62;
SP;240;
SP;78;
MG;7;
SC;20;
MG;20;
SP;51;
SP;340;
ES;23;
RJ;380;
SC;6;
RS;18;
RS;45;
SC;15;
RJ;4;
SP;156;
GO;43;
RJ;20;
RJ;4;
RN;16;
SP;21;
GO;20;
DF;336;
SP;12;
RJ;10;
ES;20;
AL;20;
MA;78;
RJ;13;
PR;28;
MA;128;
SP;120;
AP;30;
MG;48;
RS;3;
AL;8;
MG;30;
SC;20;
SP;20;
MG;Português;0
SC;54;
RJ;36;
AL;40;
SP;64;
MG;21;
CE;24;
SC;77;
ES;50;
MG;42;
PI;10;
SC;52;
PI;15;
AL;33;
RS;14;
RS;70;
GO;6;
SP;35;
SP;17;
AP;18;
RO;53;
SC;5;
SC;12;
RS;10;
SP;140;
BA;58;
BA;90;
SP;49;
RJ;3;
BA;90;
SC;38;
BA;32;
RJ;3;
RJ;46;
MG;90;
MG;15;
AP;60;
RJ;6;
BA;400;
SP;150;
GO;40;
AL;78;
RJ;6;
BA;150;
RJ;20;
PB;72;
ES;54;
CE;6;
DF;280;
MT;60;
CE;60;
AL;53;
BA;24;
SC;22;
SC;70;
ES;84;
MG;25;
RN;37;
ES;1;
SP;15;
AP;26;
AL;32;
SP;44;
PR;35;
RS;32;
BA;72;
SC;6;
AL;5;
CE;220;
RN;500;
RJ;14;
SC;226;
PR;70;
SP;24;
MG;20;
CE;17;
CE;28;
MG;7;
MG;26;
MG;15;
BA;136;
MG;24;
MG;17;
SP;65;
AL;12;
CE;35;
GO;50;
PA;30;
PR;95;
RJ;2;
MT;22;
RN;84;
MG;12;
BA;90;
SC;8;
RJ;11;
SC;129;
AL;22;
PI;30;
SP;72;
SC;52;
SC;20;
TO;36;
RJ;52;
CE;55;
GO;200;
AM;44;
AP;17;
SP;12;
MG;80;
MT;11;
MG;64;
ES;3;
ES;28;
PE;40;
PE;14;
SE;30;
SE;208;
ES;45;
SC;6;
SP;110;
SC;16;
RN;15;
SC;100;
RJ;24;
SP;75;
SP;45;
PB;12;
MG;6;
SC;2;
MG;8;
PE;18;
ES;8;
RS;31;
RS;12;
MG;40;
MG;20;
BA;29;
ES;36;
MG;16;
RS;24;
SC;8;
PR;19;
BA;240;
SC;20;
BA;8;
SP;21;
MG;4;
BA;8;
RS;6;
PR;72;
PI;57;
GO;24;
RS;21;
RJ;20;
MG;1;
PE;50;
CE;23;
SC;11;
MG;12;
SP;50;
PE;36;
MG;8;
SP;78;
RO;42;
PR;40;
SC;4;
GO;13;
MS;18;
RS;39;
MG;60;
MG;30;
PI;7;
SP;23;
MG;60;
MG;31;
RJ;11;
RS;60;
AP;11;
PR;90;
SP;60;
RS;2;
SP;72;
SP;40;
SP;15;
AM;14;
SC;22;
PR;16;
AM;18;
MT;45;
SC;20;
ES;45;
SC;20;
MG;50;
MG;63;
MG;41;
RN;16;
SP;13;
RJ;17;
MG;40;
AM;80;
ES;100;
SC;62;
MG;9;
SP;10;
BA;8;
SP;45;
RJ;26;
RS;7;
SP;13;
MG;46;
BA;28;
RN;10;
PE;90;
BA;22;
CE;10;
SC;26;
RN;50;
BA;200;
ES;30;
MG;24;
RJ;280;
SP;46;
ES;14;
GO;6;
ES;14;
SC;240;
ES;13;
RJ;36;
MG;72;
BA;14;
MG;28;
SC;7;
SC;14;
MG;34;
MG;58;
SC;72;
MG;9;
MG;45;
RJ;112;
RS;21;
PI;20;
CE;60;
CE;16;
GO;26;
SP;80;
SC;25;
SC;10;
PR;298;
PE;15;
CE;11;
SP;1;
ES;63;
AL;9;
ES;41;
SC;9;
RS;136;
RJ;131;
TO;18;
ES;45;
PI;23;
PA;10;
SP;16;
PR;356;
MA;7;
MG;7;
PR;24;
MT;25;
BA;85;
RN;22;
MG;24;
MG;38;
AL;25;
BA;25;
BA;120;
MG;45;
RS;16;
SP;3;
MG;20;
MA;20;
RJ;30;
RS;38;
GO;45;
ES;5;
RJ;14;
PR;26;
PR;42;
CE;80;
SC;12;
SP;160;
MG;13;
PI;18;
RJ;12;
ES;70;
MS;100;
SP;70;
AM;24;
SP;40;
GO;60;
RJ;44;
SC;10;
AL;25;
SP;7;
GO;6;
GO;10;
SP;61;
GO;7;
AM;6;
MT;26;
MG;70;
CE;12;
CE;16;
MG;6;
CE;15;
RO;35;
MG;36;
MG;21;
SC;251;
RS;1;
RJ;59;
PE;20;
RJ;10;
SP;33;
PA;35;
SP;8;
GO;10;
MG;120;
ES;30;
RJ;24;
SC;38;
MG;25;
SP;91;
SP;4;
PB;12;
PR;14;
CE;124;
SC;8;
PA;25;
RS;60;
SC;16;
GO;17;
AL;13;
PE;75;
MG;40;
RN;6;
RN;33;
RJ;15;
MG;70;
BA;17;
CE;6;
RJ;87;
CE;22;
TO;63;
MG;26;
RS;45;
MG;27;
SC;50;
RN;59;
RS;8;
BA;19;
SP;48;
SC;88;
ES;10;
RS;29;
MG;20;
SC;14;
CE;50;
SP;30;
SP;30;
PA;88;
AM;29;
PA;82;
CE;52;
ES;22;
CE;11;
SP;60;
AM;16;
CE;21;
RS;100;
ES;22;
MG;16;
SE;19;
SP;456;
MT;10;
CE;18;
SC;5;
MG;102;
CE;30;
MG;17;
CE;8;
SP;252;
RJ;125;
PE;78;
CE;12;
BA;400;
RJ;85;
SC;6;
SC;32;
SP;40;
ES;4;
RJ;162;
SC;4;
CE;12;
PE;43;
RS;24;
SP;148;
SC;30;
MA;1;
SP;42;
RJ;15;
BA;24;
CE;30;
SC;20;
MA;8;
MS;4;
RN;24;
MG;31;
PR;115;
MG;30;
RJ;25;
AM;43;
PR;11;
MG;2;
SC;20;
GO;140;
SC;53;
MG;26;
SC;100;
MG;16;
SP;68;
MG;18;
SP;33;
BA;40;
BA;92;
MA;5;
PR;17;
MT;110;
CE;48;
MS;23;
SP;19;
ES;5;
ES;100;
MA;15;
PB;46;
SP;45;
MG;22;
GO;184;
SP;16;
MG;18;
SP;120;
AL;32;
PE;40;
SC;4;
SP;165;
SP;190;
MG;6;
RJ;14;
PR;90;
RS;10;
SE;6;
MG;8;
PI;13;
MG;17;
BA;11;
RJ;34;
TO;18;
CE;20;
PB;16;
MT;57;
AM;18;
PR;70;
RO;22;
AL;24;
ES;20;
RS;5;
TO;7;
MG;80;
SP;7;
RS;2486;
RJ;3;
AL;44;
SP;60;
GO;60;
MG;50;
GO;26;
AM;16;
MA;5;
BA;12;
PA;58;
CE;36;
SC;39;
RJ;20;
SC;6;
MG;19;
SE;35;
MG;4;
RJ;15;
PR;100;
MG;70;
PR;20;
MT;25;
GO;12;
SP;39;
RJ;100;
SC;60;
RJ;36;
MG;208;
CE;204;
CE;13;
PI;24;
RJ;40;
PA;10;
RJ;41;
MG;33;
MA;10;
RO;50;
SC;7;
MG;10;
SE;12;
RS;16;
SC;18;
SP;140;
PA;8;
MG;52;
SC;15;
SP;161;
RS;14;
GO;4;
MT;102;
AM;8;
SC;208;
CE;12;
CE;49;
MG;60;
MG;40;
MG;16;
GO;49;
MA;27;
RJ;8;
SP;38;
MG;33;
RS;4;
PR;10;
MT;26;
RS;100;
SE;15;
PE;24;
MT;18;
SC;81;
PR;31;
RJ;26;
SC;12;
ES;13;
RJ;36;
RS;4;
BA;7;
PI;22;
MG;33;
MG;45;
SP;42;
MG;10;
MG;8;
CE;45;
MS;60;
SC;14;
RS;60;
SP;20;
RJ;430;
SC;9;
AL;40;
RJ;14;
BA;10;
MG;22;
RJ;136;
PR;30;
SC;37;
AM;286;
CE;40;
SP;14;
CE;32;
CE;39;
MG;32;
SC;8;
CE;24;
SC;4;
MG;17;
MS;52;
CE;26;
GO;18;
SC;72;
MG;12;
SC;6;
RJ;30;
PI;15;
RJ;30;
GO;4;
BA;15;
SP;17;
SP;96;
SP;16;
CE;58;
PR;20;
MG;23;
MG;57;
MA;10;
BA;20;
SC;44;
RJ;12;
RS;326;
SP;20;
SC;5;
PR;40;
MG;20;
SC;40;
PA;90;
BA;77;
AL;24;
SC;6;
PE;10;
RJ;20;
RJ;100;
RJ;100;
RJ;90;
MT;32;
SP;52;
MA;11;
RJ;10;
SC;3;
SP;21;
GO;30;
BA;74;
RN;60;
PR;200;
SC;10;
SC;24;
SP;90;
SC;10;
ES;28;
SP;80;
SC;120;
GO;44;
SC;22;
PR;40;
AL;3;
MG;34;
RJ;112;
PE;15;
RS;6;
RN;10;
SP;40;
RJ;50;
RJ;6;
RS;82;
PB;20;
BA;30;
AM;20;
MA;40;
SC;20;
ES;36;
RN;30;
BA;12;
MG;11;
PE;38;
SC;50;
PA;32;
SC;60;
AM;20;
MG;110;
GO;20;
ES;214;
MA;17;
SC;21;
MG;27;
PR;33;
MA;12;
SP;45;
RJ;10;
GO;12;
GO;60;
PR;20;
MG;87;
RJ;29;
RJ;40;
SP;14;
RJ;59;
RJ;12;
GO;660;
MG;14;
RS;67;
RS;7;
MA;8;
PR;52;
MA;9;
GO;8;
BA;44;
RS;14;
GO;15;
RS;1523;
MA;30;
RS;30;
PB;11;
RJ;3;
SC;24;
CE;17;
MA;3;
MA;40;
PR;16;
CE;30;
PA;39;
RJ;25;
TO;66;
SP;10;
RJ;5;
PI;20;
GO;8;
RS;156;
PA;9;
CE;45;
SC;16;
SC;2;
SC;3;
PE;25;
ES;48;
MA;24;
MA;245;
RJ;35;
BA;71;
SC;34;
PR;8;
AM;34;
CE;40;
MS;60;
PA;65;
SC;10;
RS;5;
BA;16;
SP;50;
RJ;32;
MA;16;
MG;78;
RS;20;
MG;80;
SP;47;
SC;8;
SC;153;
RJ;6;
PI;14;
CE;11;
PR;50;
RS;37;
SC;46;
PE;30;
SP;18;
RS;23;
SP;60;
SP;22;
PI;16;
MG;50;
SP;7;
RN;16;
MA;30;
GO;67;
MA;64;
PR;15;
ES;57;
RS;120;
ES;60;
SP;24;
MG;81;
SP;31;
SC;12;
AM;60;
SC;50;
CE;48;
CE;136;
RJ;31;
RJ;253;
AL;115;
MG;3;
MG;11;
SC;2;
SP;27;
CE;35;
MG;31;
RJ;45;
MG;13;
ES;12;
MG;70;
SC;82;
SP;10;
CE;12;
SC;24;
PA;90;
SP;32;
GO;10;
BA;18;
SP;200;
BA;4;
RS;12;
RJ;50;
RJ;47;
RJ;25;
SC;56;
BA;6;
GO;16;
SP;80;
PR;27;
SP;35;
RJ;12;
PR;80;
BA;27;
SC;90;
MG;15;
AM;32;
RS;12;
SP;30;
SP;3;
AP;24;
SC;25;
RS;10;
SC;6;
RJ;52;
MG;266;
RJ;40;
SC;12;
SP;20;
RN;18;
SC;4;
RS;10;
SC;158;
SC;4;
PA;20;
PA;32;
GO;6;
SP;8;
ES;3;
RS;32;
RJ;112;
AM;24;
PR;70;
TO;20;
SP;65;
BA;44;
ES;60;
BA;34;
BA;100;
MG;36;
SP;42;
SP;20;
RN;16;
GO;4;
SP;90;
MG;30;
TO;10;
SC;250;
SC;17;
RS;31;
MT;30;
RS;28;
SP;45;
RJ;30;
BA;14;
AL;16;
RJ;204;
MG;1;
SC;24;
BA;200;
PE;21;
MG;30;
PE;1;
RJ;10;
SP;70;
GO;20;
RJ;30;
ES;14;
BA;30;
SP;9;
SP;5;
RN;27;
BA;17;
RJ;34;
SP;80;
GO;48;
BA;15;
AL;12;
RN;18;
SC;30;
CE;37;
SP;61;
MG;47;
MT;15;
SC;33;
PE;20;
SP;20;
SP;36;
TO;88;
MG;8;
RJ;8;
MG;20;
PR;18;
SP;11;
RS;14;
PB;6;
MG;37;
TO;23;
BA;20;
RJ;29;
SP;50;
SP;10;
PB;60;
RS;5;
RJ;15;
PA;15;
GO;8;
SP;80;
MG;27;
BA;91;
MG;42;
RS;19;
GO;24;
SP;55;
SP;12;
MS;70;
BA;12;
AL;35;
RN;18;
MG;44;
RJ;55;
SC;16;
SP;58;
BA;19;
RJ;9;
TO;90;
SC;1;
TO;38;
SP;21;
CE;39;
SC;23;
BA;55;
SC;4;
MS;24;
PR;10;
MG;8;
PR;20;
SP;20;
RJ;22;
RS;50;
PB;20;
SP;130;
SC;4;
RJ;4;
PA;24;
BA;40;
SP;40;
PR;30;
MS;100;
GO;32;
MG;74;
AC;18;
SC;11;
SC;9;
BA;39;
TO;36;
AL;6;
MA;3;
RJ;50;
GO;28;
BA;12;
MG;38;
CE;19;
PI;20;
RN;57;
PR;30;
PA;63;
RN;42;
PB;14;
PR;20;
MS;22;
RN;17;
MT;16;
SC;20;
RS;40;
MG;106;
ES;42;
RJ;90;
TO;27;
BA;29;
MA;15;
SC;8;
MG;16;
SP;4;
SP;10;
SC;5;
SP;40;
MA;7;
MG;28;
ES;12;
TO;8;
RS;30;
SP;54;
MA;76;
GO;9;
RJ;8;
SP;363;
MT;12;
PA;57;
PA;35;
RS;50;
RS;20;
RN;32;
PR;335;
RS;12;
RJ;174;
PR;22;
MG;6;
SP;28;
SC;34;
BA;18;
RJ;757;
GO;20;
MA;52;
GO;35;
SP;720;
RN;12;
MG;16;
MT;35;
RJ;6;
MG;4;
SP;56;
MG;32;
SP;140;
SP;28;
RJ;24;
MS;40;
PA;20;
PA;50;
SP;140;
BA;60;
MG;38;
RJ;1;
RJ;28;
BA;20;
BA;16;
MS;90;
BA;4;
SP;20;
SP;53;
AM;41;
CE;151;
MG;3;
AM;45;
RJ;40;
SP;66;
SC;25;
CE;33;
RJ;46;
AM;20;
AM;27;
AM;6;
BA;66;
MA;20;
SC;25;
ES;44;
SP;13;
CE;36;
RS;51;
BA;26;
PI;24;
SP;54;
BA;27;
MG;61;
SP;18;
GO;6;
MA;3;
BA;45;
RJ;16;
BA;20;
PA;49;
RJ;40;
ES;34;
SC;33;
MA;10;
PA;40;
SC;40;
MT;59;
RN;44;
PR;35;
BA;23;
MG;25;
RN;3;
PR;6;
MG;14;
MG;30;
SP;20;
SP;35;
MT;45;
MS;25;
PR;50;
MA;13;
SP;168;
CE;6;
RJ;15;
RJ;6;
RS;300;
BA;71;
MG;1;
AM;160;
SP;592;
SC;1;
PR;15;
SP;60;
SP;7;
BA;20;
RJ;12;
RS;7;
MG;290;
SP;13;
SC;10;
MG;30;
RJ;23;
RS;140;
SP;8;
SP;44;
GO;100;
SP;186;
SP;21;
PE;3;
SP;85;
BA;30;
CE;5;
MT;48;
ES;6;
SE;35;
SP;5;
SC;28;
MT;60;
CE;75;
MG;22;
SE;5;
SC;8;
BA;50;
RJ;12;
BA;33;
SC;20;
GO;45;
AL;60;
RN;8;
TO;8;
SE;8;
SE;40;
MG;10;
MG;35;
GO;100;
PB;3;
RJ;96;
PR;14;
RS;24;
GO;8;
SP;10;
RS;40;
SP;70;
MG;157;
SP;86;
AL;32;
RS;22;
AM;24;
RN;33;
RS;37;
SP;82;
MG;16;
MT;15;
SP;18;
MG;27;
BA;27;
PR;40;
SE;6;
MG;10;
PB;20;
SP;74;
MG;16;
SP;20;
SP;40;
PB;24;
MT;46;
RJ;46;
CE;25;
BA;22;
SC;2;
GO;12;
RN;12;
SC;60;
SC;128;
RS;47;
PE;12;
RJ;20;
MG;65;
SC;25;
SP;50;
BA;6;
CE;17;
MT;24;
RS;75;
BA;8;
SP;19;
AM;70;
MG;3;
MG;22;
PR;16;
SP;47;
PI;35;
TO;10;
TO;31;
BA;130;
CE;8;
SP;26;
ES;7;
RJ;270;
PA;20;
GO;7;
PA;20;
MS;30;
MT;90;
RJ;50;
SC;6;
SC;10;
MT;88;
PR;5;
CE;12;
RJ;5;
GO;90;
RJ;31;
SP;90;
PA;20;
TO;27;
SP;8;
PI;73;
GO;4;
MG;63;
PA;14;
BA;34;
SP;188;
SP;40;
MG;152;
SC;25;
PR;10;
ES;24;
SC;4;
SP;20;
DF;8;
SC;38;
MG;10;
TO;7;
MG;7;
CE;4;
MG;7;
MT;6;
SP;8;
MA;11;
MT;25;
MA;20;
TO;14;
RS;84;
AC;15;
MG;28;
BA;69;
SC;202;
SP;1;
PE;40;
RJ;40;
GO;24;
RN;90;
BA;192;
PR;15;
BA;22;
PA;50;
PA;40;
RS;2;
RS;60;
SP;28;
SE;30;
MS;312;
BA;90;
RO;31;
SP;20;
RS;12;
GO;50;
RJ;5;
GO;18;
BA;40;
SP;23;
MG;50;
RJ;36;
SP;40;
GO;30;
BA;15;
GO;90;
SC;7;
SP;20;
RS;18;
PA;132;
ES;16;
MG;20;
PA;57;
SP;11;
CE;30;
PE;40;
MG;30;
PA;4;
RR;85;
SC;95;
PA;1;
SP;97;
MG;8;
AP;40;
RJ;51;
SP;1;
TO;70;
RN;15;
RS;40;
GO;130;
PE;80;
CE;96;
BA;350;
RJ;7;
AL;14;
PR;149;
GO;125;
ES;60;
PR;32;
PI;40;
SP;16;
CE;5;
PA;50;
CE;5;
PR;23;
GO;6;
SP;90;
PR;80;
MG;6;
SE;30;
SC;8;
SC;28;
SC;36;
RJ;30;
SP;90;
PA;31;
RJ;90;
MG;128;
RN;14;
SP;70;
PA;60;
ES;4;
SP;64;
MG;12;
CE;50;
PR;335;
RS;25;
PA;20;
SP;30;
PA;37;
GO;36;
MG;23;
MG;16;
SP;90;
SP;25;
SP;52;
SC;32;
CE;42;
MG;29;
MG;6;
MG;30;
RJ;11;
PA;37;
PA;26;
SP;30;
MT;31;
GO;23;
SP;44;
MG;12;
PA;10;
AP;172;
RJ;60;
PA;145;
SP;32;
PE;8;
BA;20;
PR;30;
MG;15;
SP;4;
MG;15;
SP;36;
RJ;130;
SC;4;
RJ;30;
MA;30;
GO;24;
SP;120;
MG;20;
PA;109;
MG;21;
PB;8;
PA;65;
MA;12;
MT;44;
PA;18;
PA;20;
AP;19;
AP;20;
AP;12;
GO;45;
PB;28;
PA;60;
MT;52;
PA;14;
SC;6;
RS;108;
MG;52;
PE;50;
RN;60;
SC;6;
AL;31;
RS;40;
SP;32;
RN;25;
PI;42;
CE;15;
GO;10;
SP;40;
GO;8;
MT;57;
CE;26;
SP;40;
RS;35;
GO;22;
RS;56;
SP;12;
RJ;9;
PR;40;
MG;40;
TO;28;
PI;20;
GO;25;
SP;3000;
CE;50;
GO;34;
MG;23;
RS;34;
BA;44;
AM;31;
PE;20;
AL;24;
PE;34;
BA;11;
SP;10;
GO;11;
BA;15;
TO;40;
PA;60;
RS;10;
RS;39;
MG;40;
PR;45;
SC;8;
MG;10;
PA;40;
MG;19;
SP;5;
RN;34;
BA;12;
BA;90;
SP;200;
PR;24;
PR;8;
BA;35;
RJ;42;
MG;151;
SC;488;
SC;30;
BA;28;
MG;110;
AM;57;
MA;7;
MT;32;
RN;10;
AM;10;
RS;20;
PB;30;
DF;260;
MS;11;
RS;30;
PA;7;
PE;34;
SP;25;
SP;200;
ES;8;
PR;12;
CE;2;
GO;3;
AL;11;
SP;24;
GO;8;
MT;87;
SC;17;
PA;6;
RJ;28;
MS;106;
MA;50;
GO;24;
MG;425;
SP;69;
RS;14;
SP;31;
PR;35;
SP;32;
SP;16;
RJ;26;
SP;58;
MG;25;
GO;14;
MG;25;
GO;22;
SE;14;
SP;33;
PB;25;
BA;40;
MG;17;
GO;16;
BA;24;
SC;9;
RS;25;
ES;23;
AL;1024;
RJ;32;
BA;19;
PI;18;
RS;11;
ES;15;
SP;10;
PA;5;
MG;20;
SP;28;
AL;472;
MG;68;
PR;30;
MT;50;
PR;33;
SP;3;
SP;3;
SP;36;
MG;10;
SP;80;
BA;56;
AM;7;
SP;282;
GO;38;
RN;112;
MG;22;
SP;100;
MS;25;
SP;24;
AM;16;
AM;120;
MG;25;
PE;290;
MG;23;
SP;8;
SC;120;
SP;442;
MA;15;
MT;30;
RJ;55;
RS;48;
SP;40;
SC;40;
RJ;17;
PA;50;
MG;21;
PR;125;
SP;10;
MG;20;
PI;25;
PE;86;
BA;6;
RS;22;
MT;62;
MT;23;
CE;18;
CE;64;
PE;20;
AL;4;
SP;488;
PI;42;
MG;35;
PE;76;
PI;12;
BA;20;
RJ;18;
CE;10;
SP;67;
SP;16;
MG;10;
SC;38;
CE;13;
MG;30;
PA;50;
PE;16;
AP;32;
AL;4;
AL;320;
MG;20;
RJ;50;
SC;2;
RJ;5;
ES;132;
BA;20;
SC;4;
SC;8;
MG;20;
RN;25;
MA;18;
SC;70;
CE;60;
MG;183;
SP;14;
SP;90;
BA;21;
RJ;32;
AL;45;
RS;8;
PE;24;
PA;20;
MG;25;
SC;12;
ES;33;
MG;77;
RJ;114;
PA;7;
RN;20;
MG;16;
RS;4;
RJ;16;
MG;174;
PR;15;
AM;18;
CE;10;
CE;12;
SP;22;
BA;15;
SP;442;
BA;30;
SP;680;
MA;20;
PR;8;
PA;24;
MA;10;
PR;23;
MG;36;
PR;22;
MG;31;
MT;25;
BA;25;
PI;20;
MG;174;
SC;8;
RJ;30;
AL;78;
AP;50;
MG;40;
GO;14;
MA;19;
SP;24;
MG;177;
TO;30;
BA;34;
RJ;16;
SC;68;
BA;30;
PE;70;
RJ;20;
ES;12;
SP;16;
SP;12;
RJ;30;
SP;26;
MS;105;
PA;15;
RS;55;
MT;25;
MA;90;
SP;12;
PR;9;
BA;120;
RN;60;
MG;24;
MG;15;
MG;14;
CE;8;
SP;4;
MT;50;
RJ;38;
RJ;2;
SC;10;
BA;20;
SP;23;
GO;10;
PR;47;
PB;43;
RS;10;
SP;50;
RS;20;
RS;30;
PR;11;
PE;61;
RS;362;
RJ;222;
MG;8;
PR;120;
RJ;32;
CE;12;
RJ;2;
MS;54;
BA;6;
PI;110;
AM;20;
RJ;18;
PR;50;
CE;40;
PE;35;
MG;11;
MG;200;
AP;51;
MG;2;
PA;83;
BA;10;
GO;160;
SP;100;
SC;48;
SC;18;
SP;116;
MA;10;
MG;140;
PR;106;
MG;85;
SP;8;
RJ;91;
SC;6;
MG;16;
SP;6;
SP;5;
SP;6;
RJ;34;
RJ;30;
BA;235;
GO;45;
SP;1;
RJ;260;
GO;30;
BA;60;
RS;11;
PA;18;
RS;109;
PR;8;
PB;15;
RJ;18;
TO;4;
PR;60;
MG;22;
PE;24;
SP;576;
CE;128;
CE;25;
AL;180;
TO;24;
GO;65;
PA;35;
CE;19;
SC;10;
AM;10;
SP;116;
RN;66;
MG;10;
MG;3;
SP;59;
PB;20;
SP;16;
DF;28;
AM;32;
SP;41;
SP;30;
MG;8;
PB;47;
MS;5;
RS;84;
SP;3;
SC;5;
SP;29;
ES;16;
RS;12;
PI;52;
BA;41;
RJ;16;
MT;28;
CE;10;
CE;4;
MG;1;
RJ;3;
RR;24;
DF;301;
SP;4;
SC;30;
RS;42;
MG;17;
GO;24;
RJ;90;
SP;100;
MG;8;
SC;174;
SC;6;
MA;20;
RJ;36;
RJ;26;
SP;35;
SP;32;
SP;7;
ES;38;
RS;66;
RJ;60;
ES;45;
MG;4;
PI;25;
MG;46;
MG;24;
MG;26;
PA;158;
SC;2;
SC;2;
SP;33;
RN;38;
AL;24;
GO;13;
RS;350;
PA;27;
AM;46;
GO;45;
SP;20;
PR;104;
SP;21;
CE;141;
MG;180;
MS;73;
MG;30;
MT;10;
SP;20;
MG;3;
SP;64;
SP;35;
SP;64;
MG;6;
MG;431;
SC;32;
MG;141;
MG;24;
PE;90;
SC;252;
RJ;49;
MG;20;
SP;102;
AL;4;
SP;68;
PR;82;
MA;12;
PA;50;
GO;2;
MG;43;
RS;100;
SP;118;
PE;1450;
SP;39;
SC;2;
AM;117;
CE;30;
MG;65;
RJ;12;
RJ;30;
CE;90;
MG;9;
RS;6;
ES;35;
SC;1;
AL;24;
MT;14;
AM;18;
PB;236;
GO;55;
RJ;62;
CE;47;
GO;11;
RJ;15;
SP;60;
SP;39;
MG;33;
SP;47;
TO;70;
MT;35;
RJ;9;
SP;10;
PA;22;
GO;79;
ES;80;
SP;672;
RS;6;
MS;168;
MG;32;
RS;20;
MG;10;
MG;30;
SC;37;
MG;3;
AM;26;
PA;8;
RJ;120;
MG;90;
RJ;26;
SC;5;
MS;34;
SP;12;
SP;28;
MG;55;
SC;12;
SP;163;
SP;1;
RN;195;
SP;164;
SC;20;
CE;6;
CE;130;
MT;22;
RS;30;
CE;12;
SP;406;
RJ;27;
MG;40;
SC;40;
SP;125;
MT;28;
CE;34;
DF;320;
PA;24;
SP;1186;
SC;342;
BA;14;
MG;4;
GO;128;
SP;50;
CE;44;
SC;56;
SP;185;
SP;49;
SP;18;
RJ;43;
SP;11;
SP;21;
PA;63;
MG;6;
BA;55;
TO;25;
MT;58;
RJ;34;
RS;5;
SP;114;
SC;7;
DF;528;
RS;27;
SP;24;
AM;16;
RN;16;
GO;30;
RJ;36;
RJ;60;
MT;30;
RJ;32;
MA;9;
MT;40;
DF;115;
RJ;527;
RO;56;
RS;6;
PA;45;
SP;30;
PR;60;
RS;45;
SC;18;
RJ;40;
RJ;24;
GO;6;
RJ;14;
SC;49;
CE;17;
SP;60;
SP;18;
DF;4;
RN;95;
SP;30;
SC;1;
TO;72;
SP;110;
AM;6;
RJ;10;
RS;10;
RS;10;
BA;32;
MG;580;
MG;20;
GO;1200;
SP;33;
CE;62;
DF;12;
SC;290;
SP;40;
SP;30;
RS;5;
SP;58;
RJ;2;
PA;19;
RS;60;
DF;45;
SP;110;
SC;13;
CE;15;
SP;45;
RJ;35;
MG;67;
PA;30;
BA;9;
BA;220;
MG;2;
AM;15;
PB;3;
SC;194;
MA;3;
SC;4;
SP;80;
RJ;15;
RJ;45;
SC;4;
SP;36;
SP;36;
MG;64;
RJ;8;
SP;19;
RN;16;
PA;70;
CE;1;
SP;15;
PR;16;
PR;54;
PE;42;
PR;190;
PA;30;
PE;14;
BA;144;
AC;18;
MA;4;
DF;62;
SP;15;
BA;24;
RN;40;
PR;95;
SP;103;
GO;40;
MT;12;
MT;48;
SC;25;
SP;38;
RJ;19;
RS;30;
SC;3;
PA;119;
RJ;12;
MA;10;
RN;28;
RJ;20;
RS;16;
ES;21;
RN;8;
RJ;40;
PI;6;
AM;30;
MG;2;
ES;13;
AM;76;
BA;25;
ES;60;
SC;13;
SC;156;
BA;12;
