UF;Total de Leitos
SC;252
PR;228
SC;220
SC;264
SC;128
RS;280
RS;308
RS;332
PR;526
RS;264
RS;220
PR;284
SP;280
PR;204
RS;300
RS;294
SP;160
PR;152
SP;216
SP;360
SC;264
PR;276
RS;160
SC;276
SP;260
SP;360
RS;220
RS;224
PR;324
RS;220
SP;462
SP;288
PR;348
BA;216
TO;216
PA;226
CE;202
RR;212
MG;212
MT;212
SC;352
SP;137
SP;224
SP;180
SP;248
SP;498
SP;220
SP;124
SP;220
PR;205
PR;76
SC;24
SC;21
PR;71
PR;233
SP;434
RS;344
MT;250
BA;412
PR;209
PR;391
PR;179
MS;275
PR;32
PR;75
PR;94
PR;10
PR;120
PR;69
PR;130
PR;60
PR;280
SC;63
PR;72
PR;30
PR;140
PR;279
PR;102
PR;158
PR;120
SC;94
SC;150
SC;70
SC;220
SC;250
SC;52
PR;50
SC;35
PR;138
PR;62
PR;60
PR;60
SC;46
SC;64
SC;120
SC;109
SC;58
SC;200
PR;44
PR;22
PR;18
PR;67
PR;98
PR;328
PR;272
SC;160
SC;215
SC;210
SC;85
SC;30
SC;150
SC;105
SC;450
SC;96
SC;263
SC;315
SC;190
SC;115
SC;105
SC;76
SC;60
SC;68
SC;130
SC;188
PA;50
PA;90
SC;381
SC;60
SC;40
SC;79
SC;140
SC;112
SC;262
SC;200
SC;279
SC;130
PA;45
PA;54
PA;138
SC;128
SC;410
SC;212
SC;444
PA;52
PA;35
SC;55
SC;130
SC;200
SC;172
SC;260
PA;25
SC;110
PA;12
SC;75
RR;42
AM;26
AM;77
AM;39
PA;77
PA;60
SC;90
AC;40
AC;46
AC;18
AP;78
AP;26
SC;240
AM;120
AM;58
AM;11
AM;80
AM;92
AM;42
AM;40
AM;56
RO;43
RO;32
RO;50
RO;64
AM;56
SC;210
PR;28
SC;235
SC;465
PR;54
PR;174
PR;165
SC;97
SC;140
SC;112
SC;58
SC;48
SC;110
SC;20
SC;12
SC;51
SC;80
SC;43
SC;424
SC;84
SC;47
SC;70
SC;24
SC;198
PR;144
SC;130
SC;60
SC;92
MG;36
SC;257
SC;320
MG;155
MG;75
SC;15
MG;55
SC;108
SC;169
MG;310
MG;73
MG;27
MG;54
MG;44
MG;25
BA;348
SC;263
RJ;62
BA;95
RS;65
BA;474
SC;107
RJ;43
BA;52
BA;40
BA;135
SC;200
SC;72
RJ;18
RS;390
RS;28
BA;26
PR;68
PR;55
GO;106
BA;30
RS;180
SC;69
GO;37
RS;70
RS;72
RS;48
RS;70
RS;84
RS;120
RS;208
RS;300
RS;192
RS;80
RS;300
RS;93
RS;115
RS;140
RS;188
RS;65
RS;70
RS;95
RS;55
RS;210
RS;121
RS;41
RS;222
RS;60
RS;50
RS;140
RS;339
RS;250
RS;72
RS;54
RS;132
RS;152
RS;170
RS;66
RS;120
RS;252
RS;354
RS;35
RS;156
RS;40
RS;200
RS;150
RS;190
RS;150
RS;424
RS;56
RS;46
RS;25
RS;190
RS;765
RS;222
RS;100
RS;50
RS;125
RS;200
RS;113
RS;24
RS;54
RS;180
RS;56
RS;35
RS;90
RS;186
SC;210
RS;33
RS;56
RS;74
RS;186
RS;180
RS;90
RS;22
RS;235
RS;42
RS;35
RS;20
RS;56
RS;128
RS;71
RS;48
RS;145
RS;120
RS;80
RS;110
RS;82
RS;80
RS;139
RS;164
RS;216
RS;139
PR;273
RS;504
RS;648
RS;180
RS;300
RS;154
RS;116
RS;103
RS;259
RS;52
RS;112
RS;220
RS;194
RS;217
RS;57
RS;45
RS;420
RS;24
RS;250
RS;250
RS;56
RS;5
RS;300
RS;400
RS;103
RS;88
RS;60
RS;40
RS;210
RS;45
RS;79
RS;90
GO;10
RS;90
RS;180
RS;320
RS;105
RS;426
SC;166
RJ;360
SC;252
BA;258
RS;174
RJ;312
RS;46
RS;164
RS;240
RS;292
RS;50
RS;43
RS;36
RS;38
RS;79
SC;46
RS;250
RS;82
RS;78
SC;35
RS;15
RS;66
RS;10
RS;60
RS;70
RS;105
RS;90
RS;85
RS;40
RS;90
RS;42
RS;83
RS;85
RS;32
RS;19
RS;90
RS;252
RS;199
RS;72
RS;108
RS;53
RS;40
RS;70
RS;80
RS;36
RS;240
PR;60
PR;148
SC;125
SC;90
SC;24
SC;170
SP;20
SP;85
SP;200
SP;36
SP;130
SP;55
BA;70
BA;40
BA;88
BA;170
BA;70
BA;512
BA;266
RS;32
RS;12
RS;65
BA;80
PR;160
CE;57
RS;120
SC;406
MG;39
PR;49
RS;304
RS;149
GO;15
TO;84
RJ;48
RS;30
CE;942
AL;69
SP;30
RJ;26
GO;20
SP;56
RS;200
RS;157
