UF;Leitos
BA;44
RJ;44
RS;44
RJ;44
SP;44
BA;44
SC;44
PR;44
PE;44
SP;44
SP;44
AL;44
RS;44
SP;44
RS;44
SP;44
RJ;44
AL;44
GO;44
SC;44
BA;44
BA;44
MG;44
RS;44
RN;44
MG;44
MT;44
SP;44
RS;44
RJ;44
SC;44
SC;44
MG;44
PR;44
GO;44
CE;43
BA;43
CE;43
CE;43
AL;43
CE;43
BA;43
CE;43
MS;43
GO;43
PI;43
MS;43
MG;43
GO;43
GO;43
MT;43
SP;43
SP;43
RJ;43
SP;43
SP;43
AM;43
MG;43
AM;43
MG;43
GO;43
RJ;43
SP;43
MA;43
RS;43
GO;43
BA;43
SC;43
GO;43
MG;43
BA;43
PI;43
MG;43
SC;43
SC;43
SC;43
CE;43
BA;43
MG;43
RJ;43
SC;43
BA;43
RN;43
MG;43
PR;43
GO;43
SE;43
RJ;43
BA;43
PR;43
RJ;43
MG;43
RJ;43
BA;43
RN;43
ES;43
MT;43
CE;43
GO;43
PE;43
AM;43
RJ;43
SP;43
CE;43
GO;43
CE;42
PB;42
PB;42
PE;42
BA;42
AL;42
PE;42
BA;42
RN;42
GO;42
BA;42
MT;42
BA;42
RN;42
MA;42
GO;42
AL;42
CE;42
RJ;42
PE;42
PE;42
MT;42
GO;42
AL;42
GO;42
MA;42
RJ;42
RJ;42
SP;42
SP;42
SP;42
GO;42
RJ;42
SP;42
RJ;42
TO;42
AM;42
SP;42
SP;42
AC;42
MT;42
SP;42
SC;42
RJ;42
RJ;42
SC;42
RS;42
PR;42
BA;42
RJ;42
RJ;42
MG;42
BA;42
MG;42
PB;42
SC;42
AP;42
ES;42
RR;42
GO;42
PA;42
RR;42
PA;42
RJ;42
RJ;42
RS;42
SC;42
RJ;42
SC;42
SP;42
SC;42
AM;42
MT;42
SC;42
GO;42
AL;42
MT;42
AL;42
TO;42
SP;42
ES;42
RJ;42
CE;42
MG;42
SP;42
RJ;42
SC;42
MT;42
BA;42
GO;42
MG;42
RJ;42
MG;42
BA;42
SC;42
GO;42
SP;42
BA;42
MA;42
MG;42
GO;42
PE;42
RS;42
SP;42
PE;42
CE;42
PR;42
SP;42
RJ;42
RJ;42
ES;42
MG;42
RS;42
PR;42
SP;42
CE;42
RO;42
MG;42
MG;42
BA;42
BA;42
SP;42
SC;42
SP;42
SP;42
GO;42
AL;42
SC;42
RN;42
PB;42
SP;42
RJ;42
RN;42
CE;42
RS;42
SC;42
RJ;42
MG;42
RO;42
BA;42
PR;42
SP;42
SC;42
SP;42
MG;42
RN;42
PI;42
RJ;42
AL;42
SP;42
PR;42
AL;41
BA;41
BA;41
AL;41
MA;41
BA;41
BA;41
RJ;41
ES;41
PR;41
SP;41
BA;41
RS;41
ES;41
SP;41
MT;41
SC;41
MG;41
BA;41
MG;41
RJ;41
SP;41
SC;41
MS;41
MA;41
SC;41
BA;41
SP;41
RS;41
SP;41
RN;41
BA;41
MG;41
SP;41
TO;41
MG;41
RJ;41
PE;41
RN;41
MA;41
CE;41
SC;41
SP;41
SP;41
SP;41
SP;41
SC;41
MG;41
ES;41
AM;41
CE;41
SP;41
GO;41
AM;41
BA;40
SE;40
RN;40
MA;40
CE;40
BA;40
BA;40
PB;40
AL;40
AL;40
BA;40
BA;40
SE;40
BA;40
CE;40
BA;40
CE;40
AL;40
SE;40
PI;40
PE;40
BA;40
AL;40
PB;40
AL;40
AL;40
AL;40
BA;40
AL;40
MS;40
GO;40
PB;40
RN;40
BA;40
BA;40
GO;40
PB;40
GO;40
PE;40
PE;40
CE;40
BA;40
CE;40
MS;40
SP;40
AL;40
MS;40
GO;40
PE;40
RJ;40
BA;40
GO;40
PB;40
MG;40
RJ;40
MS;40
RJ;40
GO;40
MG;40
RJ;40
MS;40
MS;40
CE;40
MG;40
GO;40
RJ;40
SP;40
GO;40
GO;40
GO;40
GO;40
RJ;40
GO;40
GO;40
GO;40
SP;40
RJ;40
GO;40
SP;40
RJ;40
MT;40
MG;40
SP;40
SP;40
RJ;40
SP;40
PA;40
SP;40
MG;40
ES;40
MG;40
RJ;40
RJ;40
RJ;40
RJ;40
RJ;40
MG;40
MG;40
RJ;40
SP;40
PR;40
RS;40
MG;40
SP;40
ES;40
PR;40
MG;40
RJ;40
SP;40
SP;40
RJ;40
RJ;40
RJ;40
GO;40
RJ;40
RJ;40
RJ;40
MA;40
RJ;40
AL;40
SP;40
CE;40
TO;40
MG;40
SP;40
SP;40
SC;40
AM;40
SP;40
AC;40
RS;40
SC;40
GO;40
ES;40
SP;40
RJ;40
RS;40
SC;40
SP;40
PR;40
SP;40
SP;40
RJ;40
SC;40
BA;40
GO;40
RJ;40
SC;40
BA;40
SP;40
RS;40
AM;40
RS;40
SC;40
AM;40
PE;40
MG;40
PE;40
AP;40
SP;40
SP;40
RS;40
TO;40
RS;40
SP;40
SP;40
SC;40
SC;40
PR;40
BA;40
MS;40
RJ;40
CE;40
AM;40
SP;40
RJ;40
RJ;40
MG;40
RJ;40
GO;40
RJ;40
RS;40
SC;40
CE;40
GO;40
MG;40
PE;40
MT;40
SC;40
RJ;40
SP;40
MS;40
SC;40
PB;40
SP;40
MG;40
RS;40
RS;40
MG;40
SP;40
SP;40
RS;40
CE;40
AM;40
RN;40
BA;40
RN;40
MA;40
AL;40
PA;40
MA;40
BA;40
PR;40
BA;40
SP;40
MG;40
SP;40
RJ;40
RS;40
MG;40
RJ;40
AL;40
RS;40
CE;40
RN;40
RJ;40
MA;40
MG;40
PE;40
SC;40
RS;40
MG;40
MT;40
MG;40
PR;40
RJ;40
PR;40
PR;40
RS;40
GO;40
SP;40
MG;40
BA;40
SP;40
SP;40
MG;40
SP;40
ES;40
MG;40
CE;40
MT;40
SP;40
SP;40
SP;40
RJ;40
RS;40
GO;40
SP;40
RO;40
MG;40
RS;40
SC;40
BA;40
MA;40
GO;40
SP;40
RS;40
RS;40
MT;40
PI;40
MG;40
PR;40
PA;40
RS;40
RS;40
BA;40
MG;40
GO;40
RJ;40
MG;40
RJ;40
AL;40
SC;40
SP;40
SP;40
SP;40
RJ;40
RJ;40
SP;40
RJ;40
PB;40
MA;40
PR;40
AL;40
GO;40
RJ;40
GO;40
BA;40
RJ;40
RS;40
RJ;40
AL;40
RJ;40
ES;40
RS;40
MS;40
MA;40
MS;40
RN;40
CE;40
SE;40
RS;40
MA;40
MG;40
PR;40
AL;40
RJ;40
GO;40
SC;40
MT;40
SC;40
MG;40
BA;40
PR;40
BA;40
PE;40
SP;40
MG;40
BA;40
BA;40
SC;40
RJ;40
RS;40
SC;40
CE;40
PR;40
BA;40
BA;40
RN;40
PI;40
SP;40
RS;40
SC;40
BA;40
MT;40
MG;40
RN;40
SP;40
PR;40
GO;40
RJ;40
PB;40
CE;40
RJ;40
RS;40
MG;40
PE;40
BA;40
MG;40
SC;40
BA;40
BA;40
MG;40
MG;40
RJ;40
SP;40
RJ;40
RJ;40
MG;40
SP;40
PB;40
SP;40
RN;40
MG;40
RS;40
RJ;40
RJ;40
MG;40
SC;40
GO;40
AL;40
SC;40
MG;40
MG;40
PR;40
SP;40
PE;40
SP;40
TO;40
MG;40
SP;40
MG;40
SP;40
MS;40
MG;40
PE;40
CE;40
SC;40
RJ;40
MA;40
CE;40
PR;40
PR;40
SC;40
SP;40
RJ;40
BA;40
MG;40
SP;40
BA;40
SP;40
RJ;40
RJ;40
PA;40
SC;40
SP;40
RS;40
PA;40
BA;40
AP;40
SP;40
PE;40
RJ;40
RS;40
PE;40
SP;40
PI;40
SP;40
RS;40
SP;40
PR;40
MG;40
RS;40
MG;40
PA;40
TO;40
RS;40
BA;40
SP;40
SC;40
SP;40
MS;40
CE;40
SP;40
RS;40
RJ;40
MG;40
RN;40
SC;40
SC;40
AP;40
RJ;40
MS;40
GO;40
SC;40
SP;40
RS;40
SP;40
SP;40
MT;40
SE;40
SP;40
CE;39
AL;39
CE;39
RN;39
AL;39
CE;39
GO;39
MT;39
SP;39
MG;39
GO;39
MG;39
CE;39
SP;39
RJ;39
SP;39
MG;39
AM;39
SP;39
SP;39
RJ;39
ES;39
MG;39
PA;39
RS;39
SC;39
SP;39
PE;39
SP;39
RO;39
RS;39
MS;39
PA;39
PA;39
RJ;39
SC;39
MG;39
PR;39
PA;39
BA;39
RJ;39
SP;39
RJ;39
RJ;39
RS;39
SP;39
RJ;39
RS;39
SC;39
CE;39
SP;39
RN;39
CE;39
AL;39
RS;39
SP;39
SP;39
MG;39
BA;39
SP;39
MG;39
DF;38
MA;38
CE;38
BA;38
MA;38
BA;38
AL;38
PE;38
CE;38
MA;38
PB;38
GO;38
BA;38
AL;38
MT;38
MS;38
PB;38
CE;38
RJ;38
CE;38
GO;38
GO;38
MS;38
SP;38
GO;38
RJ;38
GO;38
MS;38
ES;38
MG;38
SP;38
RJ;38
RJ;38
MG;38
GO;38
RJ;38
AC;38
RO;38
AC;38
SP;38
RS;38
SP;38
MT;38
MT;38
SP;38
ES;38
RJ;38
SP;38
ES;38
SP;38
AM;38
RN;38
PR;38
RN;38
RS;38
ES;38
SC;38
SC;38
RS;38
CE;38
RS;38
AL;38
CE;38
PA;38
AM;38
PR;38
PR;38
PR;38
SC;38
MG;38
GO;38
MG;38
SP;38
MG;38
CE;38
BA;38
AL;38
RJ;38
GO;38
AP;38
RJ;38
MS;38
MG;38
RS;38
RJ;38
BA;38
GO;38
MG;38
BA;38
RJ;38
PR;38
MG;38
BA;38
MG;38
SC;38
MG;38
SP;38
SP;38
RJ;38
SP;38
TO;38
MG;38
AM;38
CE;38
MG;38
RS;38
MA;38
MG;38
BA;38
GO;38
MS;38
RS;38
CE;38
RJ;38
MG;38
SC;38
RS;38
SP;38
SC;38
PA;38
SP;38
RJ;38
RS;38
RJ;38
CE;38
CE;38
RJ;38
MG;38
MS;38
SC;38
RS;38
PE;38
MG;38
MG;38
SC;38
RJ;38
GO;38
SC;38
RJ;38
MS;38
RN;38
RJ;38
TO;38
MA;38
RN;38
SP;38
MG;38
CE;37
CE;37
BA;37
AL;37
AL;37
MT;37
RJ;37
RJ;37
MG;37
SP;37
SP;37
SP;37
MG;37
RJ;37
RO;37
GO;37
SC;37
RS;37
BA;37
MA;37
GO;37
TO;37
MG;37
MG;37
RJ;37
MG;37
SP;37
SP;37
GO;37
SP;37
MG;37
GO;37
RJ;37
GO;37
MS;37
AM;37
PE;37
MG;37
MT;37
GO;37
GO;37
MG;37
BA;37
CE;37
AP;37
AM;37
RJ;37
BA;37
CE;37
SP;37
RN;37
PA;37
SC;37
RS;37
CE;37
RS;37
PA;37
PA;37
MG;37
SC;37
AL;36
PE;36
CE;36
BA;36
AL;36
AL;36
BA;36
PE;36
MA;36
PB;36
PE;36
AL;36
BA;36
BA;36
BA;36
AL;36
BA;36
AL;36
GO;36
CE;36
GO;36
GO;36
MT;36
SE;36
CE;36
GO;36
CE;36
BA;36
PE;36
AL;36
CE;36
GO;36
RJ;36
RJ;36
CE;36
MS;36
PE;36
SP;36
MT;36
SP;36
SP;36
RJ;36
RJ;36
RJ;36
RJ;36
SP;36
AL;36
RJ;36
RJ;36
RJ;36
AM;36
PA;36
RJ;36
PA;36
AM;36
RJ;36
SC;36
SP;36
RJ;36
RS;36
SP;36
RJ;36
PE;36
MG;36
RJ;36
MG;36
MG;36
SC;36
SP;36
GO;36
SP;36
RJ;36
PE;36
RR;36
BA;36
RN;36
RO;36
RJ;36
AM;36
MG;36
RJ;36
AM;36
PI;36
AM;36
PE;36
PA;36
BA;36
AM;36
MA;36
AM;36
GO;36
RS;36
SP;36
MG;36
GO;36
MT;36
SP;36
SP;36
SP;36
SC;36
MG;36
MG;36
GO;36
PA;36
SP;36
SP;36
RJ;36
ES;36
RJ;36
AL;36
BA;36
PR;36
SP;36
RJ;36
GO;36
PR;36
RS;36
SP;36
SC;36
MT;36
SP;36
SC;36
RS;36
MG;36
SP;36
MG;36
MG;36
MG;36
SC;36
PE;36
AL;36
ES;36
BA;36
RJ;36
SC;36
AP;36
CE;36
GO;36
AM;36
AL;36
MG;36
SP;36
MG;36
TO;36
SE;36
PE;36
MG;36
SP;36
RN;36
CE;36
RJ;36
RJ;36
AM;36
PR;36
MG;36
SP;36
RJ;36
PR;36
MG;36
RJ;36
TO;36
SC;36
RN;36
SC;36
MG;36
SP;36
MG;36
RJ;36
PE;36
RS;36
RJ;36
ES;36
MG;36
RJ;36
GO;36
SC;36
RJ;36
BA;36
MG;36
SP;36
PA;36
RS;36
RS;36
RJ;36
GO;36
PR;36
CE;36
RJ;36
PE;36
MS;36
AL;36
RJ;36
ES;36
MG;36
RJ;36
CE;36
BA;36
RJ;36
ES;36
RJ;36
SP;36
SC;36
GO;36
SP;36
MA;36
SP;36
MG;36
SP;36
PB;36
GO;36
RJ;36
BA;36
PB;36
SP;36
SP;36
CE;36
DF;36
GO;36
AL;36
SC;36
AM;36
MT;36
MG;36
SP;36
GO;36
GO;36
CE;36
PE;35
PB;35
BA;35
MA;35
CE;35
PB;35
PI;35
AL;35
PB;35
MA;35
GO;35
GO;35
BA;35
MT;35
MT;35
MT;35
GO;35
CE;35
ES;35
GO;35
GO;35
GO;35
MT;35
MA;35
PB;35
RJ;35
GO;35
MG;35
GO;35
MT;35
MG;35
SP;35
MG;35
SP;35
RJ;35
AM;35
SP;35
RO;35
SP;35
RS;35
MG;35
RS;35
PR;35
AL;35
MG;35
SC;35
MG;35
ES;35
RN;35
MG;35
MG;35
MG;35
RJ;35
PA;35
SP;35
RJ;35
RJ;35
PR;35
SC;35
PA;35
AM;35
MT;35
PA;35
PB;35
SP;35
PB;35
CE;35
SC;35
RJ;35
MG;35
RJ;35
ES;35
ES;35
SP;35
PA;35
AM;35
SP;35
SP;35
MG;35
ES;35
AL;35
RJ;35
BA;35
PR;35
SP;35
SP;35
PA;35
BA;35
MG;35
SP;35
ES;35
SP;35
BA;35
SP;35
SP;35
BA;35
PR;35
BA;35
RS;35
CE;35
AL;35
RS;35
RJ;35
SP;35
PA;35
MG;35
SC;35
SP;35
SP;35
MG;35
PR;35
BA;35
GO;35
SP;35
SP;35
SC;35
AM;35
BA;35
MA;35
PR;35
SP;35
BA;35
RJ;35
ES;35
CE;35
SP;35
PR;35
BA;35
RJ;35
ES;35
MG;35
SC;35
RJ;35
BA;35
SP;35
AL;35
BA;35
SP;35
SC;35
MG;35
CE;35
PR;35
TO;35
PA;35
RO;35
SE;35
RJ;35
SP;35
CE;35
AL;35
GO;35
MT;35
PR;35
SE;35
PI;35
RS;35
BA;35
PR;35
PE;35
PA;35
MT;35
PR;35
CE;35
ES;35
AM;35
MT;35
MT;35
MG;35
BA;35
MT;35
SC;35
RN;34
BA;34
BA;34
RN;34
PE;34
BA;34
CE;34
AL;34
AL;34
CE;34
RN;34
BA;34
PE;34
AL;34
MT;34
PE;34
CE;34
BA;34
MG;34
MT;34
MG;34
GO;34
GO;34
RJ;34
RJ;34
MG;34
RJ;34
RJ;34
SP;34
RJ;34
SP;34
SP;34
MG;34
ES;34
RJ;34
RJ;34
SP;34
RO;34
RJ;34
RN;34
ES;34
GO;34
SC;34
AM;34
SC;34
RJ;34
MS;34
SC;34
GO;34
RN;34
RJ;34
PB;34
CE;34
AL;34
MG;34
SP;34
CE;34
RN;34
GO;34
BA;34
SC;34
MG;34
BA;34
SC;34
RJ;34
RN;34
RJ;34
MA;34
PE;34
RJ;34
CE;34
RJ;34
PA;34
RS;34
SC;34
AL;34
SP;34
BA;34
MG;34
MG;34
AM;34
ES;34
RS;34
BA;34
MG;34
SP;34
BA;34
MG;34
SC;34
SP;34
MG;34
SP;34
SP;34
ES;34
RS;34
RN;34
CE;34
RN;34
AL;34
RN;34
SP;34
SP;34
MG;34
RJ;34
SC;34
AM;34
MG;34
SC;34
RJ;34
ES;34
SC;34
BA;34
GO;34
RN;34
PE;34
BA;34
BA;34
RS;34
BA;34
BA;34
MG;34
PB;33
BA;33
AL;33
AL;33
BA;33
PB;33
AL;33
GO;33
GO;33
CE;33
CE;33
RJ;33
SP;33
RJ;33
PA;33
AC;33
ES;33
RJ;33
SP;33
SP;33
MT;33
SP;33
GO;33
AC;33
RO;33
RS;33
RJ;33
RJ;33
AM;33
MS;33
PE;33
GO;33
SC;33
MT;33
BA;33
PE;33
RJ;33
SP;33
BA;33
SP;33
SC;33
AL;33
CE;33
RJ;33
CE;33
RO;33
PE;33
RN;33
RJ;33
PI;33
GO;33
MG;33
MG;33
RJ;33
MA;33
MG;33
RJ;33
BA;33
PR;33
SP;33
RJ;33
RS;33
MG;33
MG;33
BA;33
CE;33
RN;33
MG;33
SP;33
SP;33
SC;33
AL;33
BA;33
SP;33
BA;33
PR;33
RR;33
SC;33
MG;33
AL;33
GO;33
AL;33
GO;33
SP;33
RN;33
SP;33
MG;33
PR;33
SC;33
CE;33
SC;33
BA;33
PR;33
RN;33
RJ;33
SP;33
PR;33
ES;33
MG;33
CE;33
RS;33
PA;33
CE;32
BA;32
CE;32
AL;32
BA;32
BA;32
PI;32
BA;32
PB;32
AL;32
PE;32
AL;32
PB;32
CE;32
BA;32
AL;32
RN;32
CE;32
CE;32
BA;32
AL;32
GO;32
GO;32
BA;32
GO;32
GO;32
RN;32
MS;32
PE;32
MG;32
PB;32
BA;32
RJ;32
AL;32
MA;32
MG;32
MS;32
GO;32
GO;32
SP;32
MT;32
RJ;32
RJ;32
MG;32
RJ;32
MG;32
RJ;32
RJ;32
AM;32
MG;32
RJ;32
PR;32
PR;32
SP;32
SC;32
SC;32
RN;32
RJ;32
CE;32
GO;32
SP;32
AL;32
PR;32
SP;32
RJ;32
RO;32
RJ;32
RJ;32
AM;32
PR;32
SP;32
SC;32
SC;32
SC;32
CE;32
RN;32
SP;32
RS;32
AL;32
AC;32
SC;32
PR;32
PR;32
RO;32
RJ;32
SP;32
AM;32
AM;32
SC;32
SC;32
RJ;32
CE;32
TO;32
PR;32
SC;32
RS;32
PE;32
RJ;32
GO;32
RN;32
MG;32
MG;32
RS;32
CE;32
RJ;32
PB;32
AL;32
CE;32
AM;32
RJ;32
RJ;32
PA;32
RJ;32
PR;32
PR;32
BA;32
SP;32
ES;32
MG;32
GO;32
PI;32
SP;32
BA;32
RJ;32
CE;32
RS;32
PA;32
SP;32
ES;32
RS;32
MA;32
PR;32
MT;32
RJ;32
BA;32
SP;32
CE;32
RJ;32
MT;32
MT;32
MG;32
PI;32
MA;32
AL;32
RS;32
RJ;32
PI;32
MG;32
MT;32
CE;32
BA;32
RJ;32
CE;32
SP;32
BA;32
RJ;32
GO;32
CE;32
RJ;32
RJ;32
RN;32
SP;32
MG;32
BA;32
RJ;32
SC;32
MG;32
MG;32
SP;32
MT;32
MG;32
SC;32
BA;32
SP;32
SP;32
SC;32
SC;32
RJ;32
SE;32
SP;32
RN;32
RN;32
RS;32
RS;32
MG;32
RJ;32
SP;32
TO;32
RJ;32
RJ;32
MT;32
SP;32
PR;32
SC;32
CE;32
SP;32
GO;32
BA;32
AL;32
RS;32
SC;32
AL;32
CE;32
MG;32
SC;32
PA;32
SC;32
PA;32
RS;32
AM;32
ES;32
MG;32
ES;32
ES;32
SP;32
AL;32
BA;32
PR;32
SP;32
SP;32
MT;32
SP;32
AP;32
MG;32
GO;32
BA;32
AM;32
CE;32
GO;32
SC;32
AL;32
MG;32
AP;32
AL;31
AL;31
CE;31
MT;31
GO;31
GO;31
CE;31
BA;31
SP;31
MG;31
GO;31
GO;31
SP;31
MT;31
MG;31
RJ;31
RJ;31
SP;31
MG;31
RJ;31
GO;31
GO;31
MG;31
MG;31
SP;31
MT;31
PR;31
GO;31
MT;31
AL;31
RJ;31
RJ;31
RJ;31
ES;31
MS;31
SC;31
RJ;31
MG;31
PA;31
RJ;31
MG;31
BA;31
BA;31
PB;31
MG;31
PA;31
RS;31
BA;31
RJ;31
SP;31
PE;31
BA;31
RN;31
MT;31
RO;31
SP;31
BA;31
MG;31
RN;31
SP;31
RN;31
MT;31
SP;31
PA;31
PR;31
BA;31
RS;31
RS;31
RS;31
MG;31
MG;31
PR;31
SP;31
RJ;31
RS;31
MG;31
BA;31
TO;31
RJ;31
PA;31
MT;31
AL;31
SP;31
MG;31
RS;31
SP;31
MT;31
MA;30
MA;30
CE;30
CE;30
BA;30
CE;30
CE;30
AL;30
PE;30
PB;30
PB;30
AL;30
BA;30
PB;30
BA;30
AL;30
SE;30
AL;30
CE;30
PE;30
PB;30
PE;30
PE;30
AL;30
BA;30
BA;30
BA;30
BA;30
PB;30
BA;30
GO;30
BA;30
PE;30
PB;30
CE;30
PE;30
MA;30
CE;30
CE;30
BA;30
GO;30
SP;30
CE;30
MT;30
GO;30
SP;30
RJ;30
MS;30
GO;30
RJ;30
MS;30
GO;30
MG;30
GO;30
SP;30
MS;30
MS;30
RJ;30
RJ;30
GO;30
SP;30
SP;30
ES;30
RJ;30
GO;30
ES;30
AM;30
AP;30
SP;30
RJ;30
RR;30
SP;30
SP;30
RJ;30
MG;30
ES;30
SP;30
SP;30
ES;30
RJ;30
SC;30
SP;30
RJ;30
RJ;30
RJ;30
PR;30
GO;30
GO;30
RJ;30
MG;30
RJ;30
PI;30
RJ;30
SP;30
RJ;30
RJ;30
MG;30
ES;30
MG;30
RJ;30
MG;30
PA;30
RJ;30
RS;30
TO;30
MG;30
SC;30
SP;30
CE;30
RR;30
TO;30
AL;30
RJ;30
TO;30
AM;30
PA;30
CE;30
TO;30
AM;30
RJ;30
RJ;30
SC;30
SP;30
RJ;30
SC;30
MG;30
GO;30
PR;30
SP;30
GO;30
RS;30
MA;30
SC;30
BA;30
RS;30
SP;30
SP;30
PR;30
RS;30
RN;30
MT;30
TO;30
PR;30
MG;30
GO;30
AM;30
RS;30
RS;30
BA;30
AM;30
PE;30
SC;30
AL;30
MT;30
RN;30
MG;30
BA;30
SC;30
PR;30
SP;30
GO;30
PE;30
PA;30
AM;30
GO;30
SP;30
SP;30
PA;30
SC;30
TO;30
RJ;30
SE;30
MT;30
SP;30
GO;30
BA;30
RJ;30
MG;30
SP;30
RO;30
AM;30
BA;30
SP;30
MG;30
PE;30
RJ;30
RJ;30
MG;30
MG;30
MG;30
MG;30
MG;30
MG;30
MG;30
MG;30
GO;30
MG;30
GO;30
MG;30
CE;30
BA;30
PR;30
RJ;30
RS;30
MG;30
BA;30
SC;30
RJ;30
SP;30
RJ;30
RS;30
AM;30
SP;30
MT;30
PR;30
BA;30
BA;30
BA;30
SP;30
PR;30
SP;30
MG;30
SC;30
SC;30
AL;30
CE;30
GO;30
SC;30
RS;30
MG;30
SP;30
AL;30
GO;30
SC;30
PR;30
SC;30
SP;30
SP;30
GO;30
RJ;30
SP;30
SP;30
BA;30
RS;30
AL;30
SP;30
AM;30
SP;30
SP;30
RN;30
MG;30
MG;30
SC;30
AL;30
PE;30
SP;30
SE;30
SP;30
CE;30
PB;30
PE;30
MT;30
BA;30
MG;30
GO;30
RS;30
CE;30
GO;30
GO;30
RN;30
BA;30
PB;30
MT;30
MA;30
AP;30
ES;30
MG;30
AM;30
SP;30
AM;30
RJ;30
MG;30
RJ;30
RJ;30
MT;30
AP;30
BA;30
RN;30
SP;30
CE;30
GO;30
RN;30
SP;30
MG;30
RS;30
RJ;30
PR;30
SE;30
CE;30
SP;30
RS;30
GO;30
SC;30
PR;30
MG;30
SC;30
BA;30
MG;30
RJ;30
RJ;30
RJ;30
MG;30
PI;30
BA;30
RS;30
CE;30
MA;30
MT;30
PR;30
GO;30
BA;30
RJ;30
BA;30
RS;30
MG;30
GO;30
PR;30
SP;30
CE;30
MG;30
MG;30
BA;30
MG;30
MG;30
MS;30
SP;30
SP;30
SE;30
MG;30
SE;30
MT;30
MG;30
GO;30
SC;30
MG;30
MG;30
SP;30
RN;30
SP;30
SP;30
MT;30
RS;30
MG;30
PR;30
PI;30
SP;30
GO;30
SP;30
RJ;30
SP;30
CE;30
SP;30
MS;30
PI;30
RJ;30
BA;30
SC;30
PE;30
RN;30
MG;30
SP;30
BA;30
PE;30
BA;30
MG;30
SP;30
SP;30
SP;30
CE;30
RJ;30
PR;30
BA;30
BA;30
PE;30
RJ;30
BA;30
MG;30
PR;30
SP;30
RN;30
RJ;30
BA;30
MA;30
PE;30
SP;30
GO;30
RN;30
AL;30
CE;30
PB;30
GO;30
MG;30
RJ;30
BA;30
RO;30
RJ;30
SP;30
RS;30
GO;30
SP;30
MG;30
RS;30
SP;30
SC;30
RJ;30
RS;30
SC;30
BA;30
SP;30
MG;30
RS;30
SP;30
CE;30
AL;30
RJ;30
SP;30
PE;30
GO;30
TO;30
CE;30
PA;30
MG;30
AL;30
PR;30
MG;30
RS;30
PI;30
PA;30
ES;30
BA;30
SE;30
MG;30
RS;30
ES;30
RJ;30
CE;30
RS;30
SP;30
SP;30
MG;30
PR;30
GO;30
RN;30
MA;30
RS;30
MG;30
SP;30
MG;30
MT;30
PE;30
RJ;30
BA;30
SP;30
SC;30
SP;30
MG;30
PR;30
RS;30
PR;30
MS;30
BA;30
RJ;30
CE;30
GO;30
MG;30
SP;30
SP;30
PR;30
RJ;30
MA;30
RJ;30
MG;30
RS;30
PB;30
PR;30
RJ;30
MT;30
MG;30
TO;30
GO;30
RS;30
GO;30
BA;30
RJ;30
RJ;30
BA;30
GO;30
RJ;30
SP;30
BA;30
MG;30
RR;30
SP;30
SC;30
MT;30
RS;30
SP;30
AL;30
RJ;30
GO;30
PR;30
MG;30
GO;30
MG;30
MG;30
MA;30
TO;30
PB;30
BA;30
SC;30
RJ;30
GO;30
MT;30
BA;30
RJ;30
AL;29
CE;29
CE;29
PI;29
PB;29
CE;29
MT;29
GO;29
MS;29
MT;29
RJ;29
SP;29
RJ;29
SP;29
RS;29
SC;29
MG;29
MG;29
SP;29
PI;29
RJ;29
PA;29
GO;29
SP;29
RS;29
RJ;29
RS;29
PR;29
SC;29
RN;29
MG;29
PR;29
SP;29
SC;29
SP;29
AL;29
RJ;29
BA;29
BA;29
RS;29
RJ;29
MG;29
RJ;29
TO;29
PE;29
PB;29
CE;29
CE;29
GO;29
AL;29
MA;29
RJ;29
MG;29
RJ;29
SP;29
SP;29
SC;29
MG;29
BA;29
MG;29
MG;29
GO;29
BA;29
SC;29
PR;29
SP;29
PE;29
SP;29
MG;29
SP;29
BA;29
GO;29
RS;29
BA;29
AM;29
RS;29
SP;29
BA;29
MA;29
PE;29
RJ;29
AL;28
AL;28
MA;28
CE;28
CE;28
PE;28
MA;28
AL;28
AL;28
AL;28
RN;28
AL;28
CE;28
AL;28
AL;28
GO;28
BA;28
GO;28
RJ;28
BA;28
SP;28
CE;28
MS;28
RJ;28
RJ;28
RJ;28
GO;28
GO;28
RJ;28
GO;28
SP;28
MG;28
RJ;28
RJ;28
RJ;28
MG;28
RS;28
RR;28
AM;28
PR;28
SC;28
SP;28
SP;28
MG;28
MA;28
RJ;28
RS;28
BA;28
RJ;28
SP;28
RJ;28
SC;28
RJ;28
AC;28
MS;28
BA;28
RS;28
PA;28
AL;28
SP;28
PR;28
GO;28
MA;28
TO;28
SP;28
RJ;28
MG;28
SP;28
RO;28
MG;28
AM;28
RN;28
MA;28
RJ;28
SP;28
SC;28
RS;28
PI;28
RJ;28
SC;28
BA;28
RN;28
BA;28
RJ;28
BA;28
GO;28
SP;28
ES;28
AL;28
GO;28
SP;28
GO;28
SP;28
BA;28
SP;28
MT;28
GO;28
MG;28
CE;28
ES;28
AL;28
AL;28
CE;28
BA;28
MA;28
PR;28
CE;28
BA;28
MS;28
RN;28
RJ;28
SC;28
RJ;28
MG;28
PR;28
MA;28
SC;28
SP;28
MS;28
RJ;28
PI;28
ES;28
SP;28
AL;28
RJ;28
RJ;28
SE;28
BA;28
MG;28
SP;28
BA;28
RJ;28
PE;28
MG;28
AL;28
MG;28
SP;28
CE;28
TO;28
PE;28
TO;28
SP;28
SP;28
SC;28
